	contamination	dim_reducer	doc2vec_data_frac	doc2vec_epochs	doc2vec_min_count	f1_macro	fraction	in_f1	metric	model_name	model_path	model_train_data	model_type	n_components	out_f1	out_prec	out_rec	outlier_detector	seed	set_op_mix_ratio	time
53	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.8749495209665035	0.05	0.9761080902949415	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	32.0	0.7737909516380655	0.7380952380952381	0.8131147540983606	AE_30_tiny	44.0	1.0	4.851027648022864
54	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9193089704944266	0.1	0.9845976443456059	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.8540202966432474	0.8152011922503726	0.8967213114754098	AE_10_tiny	42.0	1.0	2.9394648690358736
55	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.95728121967352	0.1	0.9918458117123796	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.9227166276346603	0.8807749627421758	0.9688524590163935	AE_30_tiny	42.0	1.0	6.509006565029267
56	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9590072309998423	0.1	0.9921752738654147	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	16.0	0.92583918813427	0.8837555886736215	0.9721311475409836	AE_10_tiny	42.0	1.0	3.270800842961762
57	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9590072309998423	0.1	0.9921752738654147	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	16.0	0.92583918813427	0.8837555886736215	0.9721311475409836	AE_30_tiny	42.0	1.0	6.600334708055016
58	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.95728121967352	0.1	0.9918458117123796	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.9227166276346603	0.8807749627421758	0.9688524590163935	AE_10_tiny	42.0	1.0	3.15515006397618
59	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.95728121967352	0.1	0.9918458117123796	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.9227166276346603	0.8807749627421758	0.9688524590163935	AE_30_tiny	42.0	1.0	7.21463295299327
60	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9201719761575878	0.1	0.9847623754221233	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	8.0	0.8555815768930524	0.8166915052160953	0.898360655737705	AE_10_tiny	42.0	1.0	2.965896879963111
61	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9193089704944266	0.1	0.9845976443456059	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	8.0	0.8540202966432474	0.8152011922503726	0.8967213114754098	AE_30_tiny	42.0	1.0	6.5298747480264865
62	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.912404925189137	0.1	0.9832797957334651	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	16.0	0.8415300546448088	0.8032786885245902	0.8836065573770492	AE_10_tiny	42.0	1.0	2.9275398339959793
63	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9141309365154593	0.1	0.9836092578865003	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	16.0	0.8446526151444184	0.8062593144560357	0.8868852459016393	AE_30_tiny	42.0	1.0	6.49557009403361
64	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9089529025364921	0.1	0.9826208714273948	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	32.0	0.8352849336455893	0.797317436661699	0.8770491803278688	AE_10_tiny	42.0	1.0	3.168085904966574
65	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9106789138628145	0.1	0.9829503335804299	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	32.0	0.8384074941451991	0.8002980625931445	0.8803278688524591	AE_30_tiny	42.0	1.0	7.189513030985836
66	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.7432558152095393	0.1	0.9509925047360185	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	8.0	0.5355191256830601	0.511177347242921	0.5622950819672131	AE_10_tiny	42.0	1.0	4.691305089043453
67	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.661270277209224	0.1	0.9353430524668478	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	8.0	0.3871975019516003	0.36959761549925485	0.4065573770491803	AE_30_tiny	42.0	1.0	7.336397752980702
68	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.7467078378621841	0.1	0.9516514290420888	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	16.0	0.5417642466822794	0.5171385991058122	0.5688524590163935	AE_10_tiny	42.0	1.0	3.6235809680074453
69	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.7536118831674739	0.1	0.9529692776542295	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	16.0	0.5542544886807182	0.5290611028315947	0.5819672131147541	AE_30_tiny	42.0	1.0	8.138929308974184
70	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.8390494438204339	0.1	0.9692776542294704	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	32.0	0.7088212334113974	0.676602086438152	0.7442622950819672	AE_10_tiny	42.0	1.0	3.2701020080130547
71	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.8381864381572727	0.1	0.9691129231529528	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	32.0	0.7072599531615925	0.6751117734724292	0.7426229508196721	AE_30_tiny	42.0	1.0	7.169542480958626
72	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.921034981820749	0.1	0.984927106498641	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.8571428571428572	0.8181818181818182	0.9	AE_10_tiny	43.0	1.0	3.0341565089765936
73	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9244870044733939	0.1	0.9855860308047113	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.8633879781420766	0.8241430700447094	0.9065573770491804	AE_30_tiny	43.0	1.0	6.4688616580097005
74	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9357060780944897	0.1	0.98772753479944	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	16.0	0.8836846213895394	0.8435171385991058	0.9278688524590164	AE_10_tiny	43.0	1.0	2.9338207539985888
75	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9348430724313284	0.1	0.9875628037229223	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	16.0	0.8821233411397346	0.842026825633383	0.9262295081967213	AE_30_tiny	43.0	1.0	6.875896883022506
76	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9374320894208121	0.1	0.9880569969524751	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.8868071818891491	0.8464977645305514	0.9311475409836065	AE_10_tiny	43.0	1.0	3.232479896978475
77	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9374320894208121	0.1	0.9880569969524751	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.8868071818891491	0.8464977645305514	0.9311475409836065	AE_30_tiny	43.0	1.0	7.174718937953003
78	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.8390494438204339	0.1	0.9692776542294704	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	8.0	0.7088212334113974	0.676602086438152	0.7442622950819672	AE_10_tiny	43.0	1.0	2.942262404016219
79	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.8407754551467563	0.1	0.9696071163825055	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	8.0	0.711943793911007	0.6795827123695977	0.7475409836065574	AE_30_tiny	43.0	1.0	6.605683411005884
80	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.8977338289153963	0.1	0.9804793674326662	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	16.0	0.8149882903981265	0.7779433681073026	0.8557377049180328	AE_10_tiny	43.0	1.0	2.944026032986585
81	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.8985968345785575	0.1	0.9806440985091838	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	16.0	0.8165495706479313	0.7794336810730254	0.8573770491803279	AE_30_tiny	43.0	1.0	6.5461829109699465
82	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.8062552286203077	0.1	0.9630178733218022	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	32.0	0.6494925839188134	0.6199701937406855	0.6819672131147541	AE_10_tiny	43.0	1.0	3.1022345520323142
83	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.8010771946413404	0.1	0.9620294868626966	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	32.0	0.6401249024199843	0.6110283159463488	0.6721311475409836	AE_30_tiny	43.0	1.0	7.097638603008818
84	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.8407754551467563	0.1	0.9696071163825055	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	8.0	0.711943793911007	0.6795827123695977	0.7475409836065574	AE_10_tiny	43.0	1.0	6.18266368296463
85	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.8502685174415296	0.1	0.971419158224199	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	8.0	0.7291178766588604	0.6959761549925484	0.7655737704918033	AE_30_tiny	43.0	1.0	7.475537444988731
86	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.8166112965782424	0.1	0.9649946462400131	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	16.0	0.6682279469164716	0.6378539493293591	0.7016393442622951	AE_10_tiny	43.0	1.0	3.6436210880056024
87	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.8200633192308872	0.1	0.9656535705460835	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	16.0	0.6744730679156908	0.6438152011922503	0.7081967213114754	AE_30_tiny	43.0	1.0	7.702413571998477
88	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.8269673645361769	0.1	0.9669714191582243	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	32.0	0.6869633099141296	0.6557377049180327	0.7213114754098361	AE_10_tiny	43.0	1.0	5.325220464030281
89	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.8261043588730157	0.1	0.9668066880817067	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	32.0	0.6854020296643247	0.65424739195231	0.719672131147541	AE_30_tiny	43.0	1.0	11.94528209103737
90	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.949514168705069	0.1	0.9903632320237212	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.9086651053864169	0.8673621460506706	0.9540983606557377	AE_10_tiny	44.0	1.0	4.411188605998177
91	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9486511630419079	0.1	0.9901985009472037	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.9071038251366121	0.8658718330849479	0.9524590163934427	AE_30_tiny	44.0	1.0	6.9462714529945515
92	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.949514168705069	0.1	0.9903632320237212	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	16.0	0.9086651053864169	0.8673621460506706	0.9540983606557377	AE_10_tiny	44.0	1.0	4.145117585023399
93	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.949514168705069	0.1	0.9903632320237212	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	16.0	0.9086651053864169	0.8673621460506706	0.9540983606557377	AE_30_tiny	44.0	1.0	9.794220444047824
94	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.949514168705069	0.1	0.9903632320237212	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.9086651053864169	0.8673621460506706	0.9540983606557377	AE_10_tiny	44.0	1.0	4.749617225024849
95	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.949514168705069	0.1	0.9903632320237212	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.9086651053864169	0.8673621460506706	0.9540983606557377	AE_30_tiny	44.0	1.0	11.06819031498162
96	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9080898968733309	0.1	0.9824561403508772	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	8.0	0.8337236533957846	0.7958271236959762	0.8754098360655738	AE_10_tiny	44.0	1.0	3.198067451012321
97	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9132679308522982	0.1	0.9834445268099826	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	8.0	0.8430913348946136	0.8047690014903129	0.8852459016393442	AE_30_tiny	44.0	1.0	6.814762750000227
98	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.8778846986626885	0.1	0.9766905526727617	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	16.0	0.7790788446526152	0.7436661698956781	0.8180327868852459	AE_10_tiny	44.0	1.0	3.182756182970479
99	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9080898968733309	0.1	0.9824561403508772	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	16.0	0.8337236533957846	0.7958271236959762	0.8754098360655738	AE_30_tiny	44.0	1.0	6.485795692016836
100	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9555552083471976	0.1	0.9915163495593444	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	32.0	0.9195940671350508	0.8777943368107303	0.9655737704918033	AE_10_tiny	44.0	1.0	3.0713444179855287
101	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	1.0	100.0	1.0	0.9555552083471976	0.1	0.9915163495593444	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	32.0	0.9195940671350508	0.8777943368107303	0.9655737704918033	AE_30_tiny	44.0	1.0	7.007056084985379
102	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.8166112965782424	0.1	0.9649946462400131	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	8.0	0.6682279469164716	0.6378539493293591	0.7016393442622951	AE_10_tiny	44.0	1.0	6.048503850994166
103	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.8425014664730788	0.1	0.9699365785355407	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	8.0	0.7150663544106167	0.6825633383010432	0.7508196721311475	AE_30_tiny	44.0	1.0	7.674554527970031
104	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.8373234324941115	0.1	0.9689481920764352	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	16.0	0.7056986729117877	0.6736214605067065	0.740983606557377	AE_10_tiny	44.0	1.0	4.581182933005039
105	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.8261043588730157	0.1	0.9668066880817067	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	16.0	0.6854020296643247	0.65424739195231	0.719672131147541	AE_30_tiny	44.0	1.0	10.07727797399275
106	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[8, 16, 32], dim_reducer='umap')	0.1	10.0	1.0	0.8468164947888848	0.1	0.9707602339181287	cosine	doc2vecwikiimdb20news011001	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_EN	doc2vec	32.0	0.7228727556596408	0.6900149031296572	0.759016393442623	AE_10_tiny	44.0	1.0	4.572912324976642
